,title,budget,popularity,production_companies,release_date,runtime,revenue,status,vote_average,vote_count,Year
90,The Polar Express,165000000,47.323228,"[{""name"": ""Golden Mean"", ""id"": 1867}, {""name"": ""Playtone"", ""id"": 4171}, {""name"": ""ImageMovers"", ""id"": 11395}]",2004-11-10,100.0,305875730,Released,6.4,1474,2004
91,Independence Day: Resurgence,165000000,48.775723,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Stereo D"", ""id"": 86561}]",2016-06-22,120.0,389681935,Released,4.9,2491,2016
92,How to Train Your Dragon,165000000,67.263269,"[{""name"": ""DreamWorks Animation"", ""id"": 521}, {""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Mad Hatter Entertainment"", ""id"": 20154}]",2010-03-05,98.0,494878759,Released,7.5,4227,2010
93,Terminator 3: Rise of the Machines,200000000,69.405188,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""C-2 Pictures"", ""id"": 7340}, {""name"": ""IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"", ""id"": 19116}, {""name"": ""Mostow/Lieberman Productions"", ""id"": 23636}]",2003-07-02,109.0,435000000,Released,5.9,2143,2003
94,Guardians of the Galaxy,170000000,481.09862400000003,"[{""name"": ""Marvel Studios"", ""id"": 420}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""Bulletproof Cupid"", ""id"": 54850}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",2014-07-30,121.0,773328629,Released,7.9,9742,2014
95,Interstellar,165000000,724.247784,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Syncopy"", ""id"": 9996}, {""name"": ""Lynda Obst Productions"", ""id"": 13769}]",2014-11-05,169.0,675120017,Released,8.1,10867,2014
96,Inception,160000000,167.58371,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Syncopy"", ""id"": 9996}]",2010-07-14,148.0,825532764,Released,8.1,13752,2010
97,Shin Godzilla,15000000,9.476999000000001,"[{""name"": ""Cine Bazar"", ""id"": 5896}, {""name"": ""Toho Pictures"", ""id"": 49301}]",2016-07-29,120.0,77000000,Released,6.5,143,2016
98,The Hobbit: An Unexpected Journey,250000000,108.849621,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Warner Bros. Pictures"", ""id"": 174}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2012-11-26,169.0,1021103568,Released,7.0,8297,2012
99,The Fast and the Furious,38000000,6.909942,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Ardustry Entertainment"", ""id"": 26281}, {""name"": ""Mediastream Film GmbH & Co. Productions KG"", ""id"": 26282}]",2001-06-22,106.0,207283925,Released,6.6,3428,2001
100,The Curious Case of Benjamin Button,150000000,60.269279000000004,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}]",2008-11-24,166.0,333932083,Released,7.3,3292,2008
101,X-Men: First Class,160000000,3.195174,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""Big Screen Productions"", ""id"": 10893}]",2011-05-24,132.0,353624124,Released,7.1,5181,2011
102,The Hunger Games: Mockingjay - Part 2,160000000,127.28442700000001,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Color Force"", ""id"": 5420}]",2015-11-18,137.0,653428261,Released,6.6,3984,2015
103,The Sorcerer's Apprentice,150000000,35.580815,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Broken Road Productions"", ""id"": 8000}, {""name"": ""Junction Entertainment"", ""id"": 19097}]",2010-07-13,109.0,215283742,Released,5.8,1470,2010
104,Poseidon,160000000,21.133748,"[{""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Next Entertainment"", ""id"": 1633}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Irwin Allen Productions"", ""id"": 14024}, {""name"": ""Radiant Productions"", ""id"": 18990}, {""name"": ""Synthesis Entertainment"", ""id"": 19943}]",2006-05-12,99.0,181674817,Released,5.5,583,2006
105,Alice Through the Looking Glass,170000000,56.268916000000004,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Team Todd"", ""id"": 598}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Roth Films"", ""id"": 16314}, {""name"": ""Legend3D"", ""id"": 37455}]",2016-05-25,113.0,299370084,Released,6.5,1725,2016
106,Shrek the Third,160000000,42.986467,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""DreamWorks Animation"", ""id"": 521}]",2007-05-17,93.0,798958165,Released,6.0,2278,2007
107,Warcraft,160000000,63.148529,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Blizzard Entertainment"", ""id"": 16028}]",2016-05-25,123.0,433677183,Released,6.3,2268,2016
108,Terminator Genisys,155000000,202.04263500000002,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Annapurna Pictures"", ""id"": 13184}, {""name"": ""Skydance Media"", ""id"": 82819}]",2015-06-23,126.0,440603537,Released,5.8,3631,2015
109,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,49.661984000000004,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Walden Media"", ""id"": 10221}]",2010-08-13,113.0,415686217,Released,6.2,1514,2010
110,Pearl Harbor,140000000,34.20669,"[{""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",2001-05-21,183.0,449220945,Released,6.6,1791,2001
111,Transformers,150000000,25.468493,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""thinkfilm"", ""id"": 12247}, {""name"": ""SprocketHeads"", ""id"": 20011}, {""name"": ""Hasbro Studios"", ""id"": 22826}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",2007-06-27,144.0,709709780,Released,6.6,4040,2007
112,Alexander,155000000,39.019228999999996,"[{""name"": ""France 3 Cin\u00e9ma"", ""id"": 591}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Path\u00e9 Renn Productions"", ""id"": 866}, {""name"": ""Egmond Film & Television"", ""id"": 4588}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Pacifica Film"", ""id"": 10926}, {""name"": ""IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"", ""id"": 19116}, {""name"": ""WR Universal Group"", ""id"": 54997}]",2004-11-21,175.0,167298192,Released,5.6,927,2004
113,Harry Potter and the Order of the Phoenix,150000000,78.14439499999999,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Heyday Films"", ""id"": 7364}]",2007-06-28,138.0,938212738,Released,7.4,5494,2007
114,Harry Potter and the Goblet of Fire,150000000,101.250416,"[{""name"": ""Patalex IV Productions Limited"", ""id"": 462}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Heyday Films"", ""id"": 7364}]",2005-11-05,157.0,895921036,Released,7.5,5608,2005
115,Hancock,150000000,56.758410999999995,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}, {""name"": ""Blue Light"", ""id"": 28064}, {""name"": ""GH Three"", ""id"": 41756}]",2008-07-01,92.0,624029371,Released,6.2,2961,2008
116,I Am Legend,150000000,70.867401,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Heyday Films"", ""id"": 7364}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}]",2007-12-14,101.0,585349010,Released,6.9,4853,2007
117,Charlie and the Chocolate Factory,150000000,53.905592000000006,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""The Zanuck Company"", ""id"": 80}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Plan B Entertainment"", ""id"": 45778}, {""name"": ""Theobald Film Productions"", ""id"": 55512}]",2005-07-13,115.0,474968763,Released,6.7,3624,2005
118,Ratatouille,150000000,65.677399,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",2007-06-22,111.0,623722818,Released,7.5,4369,2007
119,Batman Begins,150000000,115.040024,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}, {""name"": ""Syncopy"", ""id"": 9996}, {""name"": ""Patalex III Productions Limited"", ""id"": 19231}]",2005-06-10,140.0,374218673,Released,7.5,7359,2005
120,Madagascar: Escape 2 Africa,150000000,44.141021,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]",2008-10-30,89.0,603900354,Released,6.2,1810,2008
121,Night at the Museum: Battle of the Smithsonian,150000000,81.781591,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""21 Laps Entertainment"", ""id"": 2575}, {""name"": ""Museum Canada Productions"", ""id"": 10224}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}]",2009-05-20,105.0,413106170,Released,5.9,1971,2009
122,X-Men Origins: Wolverine,150000000,5.954333999999999,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Seed Productions"", ""id"": 9076}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""Big Screen Productions"", ""id"": 10893}, {""name"": ""Marvel Enterprises"", ""id"": 19551}]",2009-04-28,107.0,373062864,Released,6.2,4021,2009
123,The Matrix Revolutions,150000000,73.313918,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}]",2003-11-05,129.0,424988211,Released,6.4,3096,2003
124,Frozen,150000000,165.12536599999999,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]",2013-11-27,102.0,1274219009,Released,7.3,5295,2013
125,The Matrix Reloaded,150000000,70.78591,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Heineken Branded Entertainment"", ""id"": 375}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}]",2003-05-15,138.0,738599701,Released,6.7,3443,2003
126,Thor: The Dark World,170000000,99.499595,"[{""name"": ""Marvel Studios"", ""id"": 420}]",2013-10-29,112.0,644571402,Released,6.8,4755,2013
127,Mad Max: Fury Road,150000000,434.27856399999996,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Kennedy Miller Productions"", ""id"": 2537}, {""name"": ""Warner Bros."", ""id"": 6194}]",2015-05-13,120.0,378858340,Released,7.2,9427,2015
128,Angels & Demons,150000000,67.447636,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Panorama Films"", ""id"": 5561}, {""name"": ""Skylark Productions"", ""id"": 8253}]",2009-05-13,138.0,356613439,Released,6.5,2129,2009
129,Thor,150000000,86.493424,"[{""name"": ""Marvel Studios"", ""id"": 420}]",2011-04-21,115.0,449326618,Released,6.6,6525,2011
130,Bolt,150000000,41.845878000000006,"[{""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]",2008-11-21,98.0,309979994,Released,6.3,1750,2008
131,G-Force,150000000,26.710397999999998,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Whamaphram Productions"", ""id"": 3639}]",2009-07-21,88.0,292817841,Released,5.1,510,2009
132,Wrath of the Titans,150000000,44.927634999999995,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Cott Productions"", ""id"": 24175}, {""name"": ""Furia de Titanes II, A.I.E."", ""id"": 24176}]",2012-03-27,99.0,301000000,Released,5.5,1431,2012
133,Dark Shadows,150000000,50.306728,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Infinitum Nihil"", ""id"": 2691}, {""name"": ""GK Films"", ""id"": 3281}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Dan Curtis Productions"", ""id"": 9228}, {""name"": ""Zanuck Company, The"", ""id"": 20004}]",2012-05-08,113.0,245527149,Released,5.7,2320,2012
134,Mission: Impossible - Rogue Nation,150000000,114.52223700000002,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""China Movie Channel"", ""id"": 11413}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""TC Productions"", ""id"": 21777}, {""name"": ""Alibaba Pictures Group"", ""id"": 69484}, {""name"": ""Odin"", ""id"": 69485}]",2015-07-23,131.0,682330139,Released,7.1,3224,2015
135,The Wolfman,150000000,21.214571,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Stuber Productions"", ""id"": 4403}, {""name"": ""Relativity Media"", ""id"": 7295}]",2010-02-11,102.0,0,Released,5.5,549,2010
136,Bee Movie,150000000,29.332905,"[{""name"": ""Pacific Data Images (PDI)"", ""id"": 520}, {""name"": ""DreamWorks Animation"", ""id"": 521}, {""name"": ""Columbus 81 Productions"", ""id"": 1903}]",2007-10-28,91.0,287594577,Released,5.7,1171,2007
137,Kung Fu Panda 2,150000000,51.247321,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]",2011-05-25,91.0,665692281,Released,6.7,1880,2011
138,The Last Airbender,150000000,33.769335999999996,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}, {""name"": ""Industrial Light & Magic (ILM)"", ""id"": 8805}, {""name"": ""Blinding Edge Pictures"", ""id"": 12236}]",2010-06-30,103.0,318502923,Released,4.7,1151,2010
139,Mission: Impossible III,150000000,63.079003,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""MI 3 Film"", ""id"": 658}, {""name"": ""China Film Co-Production Corporation"", ""id"": 2269}, {""name"": ""China Film Group Corporation (CFGC)"", ""id"": 14714}, {""name"": ""The Fourth Production Company Film Group"", ""id"": 22102}]",2006-05-03,126.0,397850012,Released,6.5,2028,2006
140,White House Down,150000000,39.004588,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""Iron Horse Entertainment (II)"", ""id"": 34981}, {""name"": ""Mythology Entertainment (II)"", ""id"": 34982}]",2013-06-27,131.0,205366737,Released,6.4,1891,2013
141,Mars Needs Moms,150000000,12.362599000000001,"[{""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]",2011-03-09,88.0,38992758,Released,5.5,199,2011
142,Flushed Away,149000000,22.550135,"[{""name"": ""Aardman Animations"", ""id"": 297}, {""name"": ""DreamWorks Animation"", ""id"": 521}]",2006-10-22,85.0,64459316,Released,6.0,874,2006
143,Pan,150000000,48.03528,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""Berlanti Productions"", ""id"": 27711}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]",2015-09-24,111.0,128388320,Released,5.9,954,2015
144,Mr. Peabody & Sherman,145000000,38.73494,"[{""name"": ""Pacific Data Images (PDI)"", ""id"": 520}, {""name"": ""DreamWorks Animation"", ""id"": 521}, {""name"": ""Classic Media Productions"", ""id"": 73951}, {""name"": ""Bullwinkle Studios"", ""id"": 73952}]",2014-02-07,92.0,272912430,Released,6.7,843,2014
145,Troy,175000000,66.803149,"[{""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Nimar Studios"", ""id"": 7636}, {""name"": ""Radiant Productions"", ""id"": 18990}, {""name"": ""Helena Productions"", ""id"": 19107}, {""name"": ""Latina Pictures"", ""id"": 19108}]",2004-05-13,163.0,497409852,Released,6.9,2759,2004
146,Madagascar 3: Europe's Most Wanted,145000000,44.989191999999996,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]",2012-06-06,93.0,746921274,Released,6.4,1808,2012
147,Die Another Day,140000000,54.159392000000004,"[{""name"": ""Eon Productions"", ""id"": 7576}]",2002-11-17,133.0,431971116,Released,5.8,1092,2002
148,Ghostbusters,144000000,66.21806,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Montecito Picture Company, The"", ""id"": 4607}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""Feigco Entertainment"", ""id"": 61791}, {""name"": ""Pascal Pictures"", ""id"": 84041}, {""name"": ""Ghostcorps"", ""id"": 84042}]",2016-07-14,116.0,229147509,Released,5.3,2142,2016
150,Men in Black II,140000000,91.332849,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Parkes+MacDonald Image Nation"", ""id"": 49325}]",2002-07-03,88.0,441818803,Released,6.0,3114,2002
151,Beowulf,70000000,35.601665000000004,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Shangri-La Entertainment"", ""id"": 2265}, {""name"": ""ImageMovers"", ""id"": 11395}, {""name"": ""Paramount Animation"", ""id"": 24955}]",2007-11-05,115.0,195735876,Released,5.5,841,2007
152,Kung Fu Panda 3,145000000,56.747978,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""DreamWorks Animation"", ""id"": 521}, {""name"": ""China Film Co."", ""id"": 40890}, {""name"": ""Oriental DreamWorks"", ""id"": 76266}]",2016-01-23,95.0,521170825,Released,6.7,1603,2016
153,Mission: Impossible - Ghost Protocol,145000000,77.77476999999999,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""TC Productions"", ""id"": 21777}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}, {""name"": ""Kontsept Film Company"", ""id"": 76067}]",2011-12-07,133.0,694713380,Released,6.8,3972,2011
